queue_rank,unique_id,name,facility_type,operator_type,address_city,address_state,pincode,district_reference,pincode_join_confidence,readiness_score,completeness_score,evidence_support_score,consistency_score,high_leverage_score,review_priority_score,flag_count,high_severity_flag_count,primary_issue,review_status,evidence_validation_status
2035,9a5988de-68f8-423b-b3f8-9bc2c3d7440e,Pranaam Hospital,hospital,private,Hyderabad,Telangana,500019,RANGA REDDY,exact_reference_mapping,83.55,90.0,58.5,100.0,54.52,25.97,8,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
2036,780e8b7b-bfe1-4c5b-834f-069bc956f5ce,AAKASH HOSPITAL,hospital,private,Gandhinagar,Gujarat,382421,,ambiguous_reference_mapping,78.86,93.0,58.86,80.0,40.41,25.96,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2037,64e4ae27-2377-42db-bea3-4652cf75eb3e,Primary Health Sub-Centre,clinic,public,Nimtita,West Bengal,742224,MURSHIDABAD,exact_reference_mapping,76.42,95.0,58.06,70.0,33.12,25.96,4,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
2038,6614ecff-6127-4de7-8311-d7018d2783aa,Ark Hospital,hospital,private,Mumbai,Maharashtra,,,invalid_pincode,76.45,88.0,57.5,80.0,33.14,25.95,6,3,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
2039,770bc7c5-fd9f-4f9b-a0b1-76dcd1091d83,Allen Royal Dental,dentist,private,Nellore,Andhra Pradesh,524003,SPSR NELLORE,exact_reference_mapping,72.38,83.0,60.6,70.0,20.93,25.95,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2040,4a3abeb4-6c0c-4966-b23e-47af284c3ad9,City Hospital,hospital,private,Pithoragarh,Uttarakhand,249403,HARIDWAR,exact_reference_mapping,76.33,83.0,63.78,80.0,32.76,25.94,8,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2041,cff65a82-8e09-4c22-9d9f-47701aaf90a3,Madras Scans & Labs,clinic,private,Chennai,Tamil Nadu,600010,CHENNAI,exact_reference_mapping,73.82,88.0,48.75,80.0,25.23,25.94,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2042,03a3d9b9-aad9-4e81-8ffd-da893417c758,Taluka Government Hospital,hospital,public,Athani,Karnataka,591304,BELAGAVI,exact_reference_mapping,71.28,83.0,56.94,70.0,17.6,25.94,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2043,cfa7aa31-c7cb-4f44-9a9b-daf0a3a48962,Centre Point Hospital,hospital,private,Nagpur,Maharashtra,440009,,unresolved,84.99,95.0,56.62,100.0,58.67,25.93,8,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2044,4222a955-9a19-4e80-8aa4-f4c29df13b29,ITS Prime Dental Clinic,clinic,private,Greater Noida,Uttar Pradesh,201310,GAUTAM BUDDHA NAGAR,exact_reference_mapping,82.98,88.0,59.25,100.0,52.66,25.93,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2045,272a8eff-3920-4c7d-a8cd-141b813b32d5,Vikas Hospital,hospital,private,Najafgarh,Delhi,110043,WEST,exact_reference_mapping,82.62,95.0,48.75,100.0,51.56,25.92,7,3,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2046,20ce8914-12e5-42a4-a3d7-bf13bece1e89,Ankur Kids Hospital,hospital,private,Jalandhar,Punjab,144003,JALANDHAR,exact_reference_mapping,82.62,95.0,48.75,100.0,51.55,25.92,3,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2047,8aa3360a-6e7f-4428-ae4c-0bc580f18007,Srikamatchi Medical Centre,clinic,private,Thanjavur,Tamil Nadu,613005,THANJAVUR,exact_reference_mapping,82.62,95.0,48.75,100.0,51.56,25.92,3,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2048,8e8fb30a-7c8d-4919-bba7-06cd2fb82781,"Kailash Hospital, Dehradun",hospital,private,Dehradun,Uttarakhand,248001,DEHRADUN,exact_reference_mapping,77.93,83.0,69.09,80.0,37.49,25.92,6,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2049,9e695ffc-fad3-4f0f-a69c-13ce5234087e,Pathkind Labs,clinic,private,Gadarwara,Madhya Pradesh,482001,JABALPUR,exact_reference_mapping,77.76,88.0,61.88,80.0,36.95,25.92,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2050,5111fcb5-484c-407e-a392-509a0b7388bc,Om Multispeciality Hospital,hospital,private,Nagpur,Maharashtra,440008,NAGPUR,exact_reference_mapping,76.06,93.0,59.53,70.0,31.83,25.91,6,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2051,d55e467a-3072-402f-9e2a-2908b3ad6446,"Navadia - Multi Speciality Dental Clinic, Surat",clinic,private,Surat,Gujarat,395004,SURAT,exact_reference_mapping,79.82,88.0,48.75,100.0,43.1,25.91,3,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2052,a122e838-90c4-4be0-a4cc-0b66e0ea62a0,Desun Hospital,hospital,private,Siliguri,West Bengal,734012,DARJEELING,exact_reference_mapping,91.71,100.0,72.38,100.0,78.76,25.91,1,0,oncology_claim_repeated_not_evidenced,unreviewed,claim_level_source_alignment_unverified
2053,35b23454-9c94-421e-8471-38ee9c582725,Mane Hospital,hospital,public,Satara,Maharashtra,444104,AKOLA,exact_reference_mapping,76.9,83.0,65.66,80.0,34.3,25.9,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2054,fceb90aa-4012-407b-b76c-21186b5d87d6,Medihub Clinics,clinic,private,Hyderabad,Telangana,500075,RANGA REDDY,exact_reference_mapping,78.03,93.0,56.11,80.0,37.68,25.9,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2055,460fd54a-8615-4d8b-afe1-ff8d7d4f10a7,Be Well Hospitals,hospital,private,Chennai,Chennai,600056,THIRUVALLUR,exact_reference_mapping,85.98,100.0,73.28,80.0,61.5,25.89,3,1,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
2056,81968d65-c865-4bf5-b797-934c4561d6a4,Gayathri Hospitals,hospital,private,Tirupathi,Andhra Pradesh,517501,,ambiguous_reference_mapping,71.48,83.0,57.61,70.0,18.0,25.89,7,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2057,29e21b4c-f860-41b0-a9bd-e19790af7bda,R.K. Hospital,hospital,,Delhi,Delhi,110042,,ambiguous_reference_mapping,72.6,78.0,48.0,90.0,21.31,25.88,8,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2058,6027060f-ee65-4517-bb81-12dd30d3b772,Orkids Children's Hospital and Critical Care Center,hospital,,Gondia,Maharashtra,441601,GONDIA,exact_reference_mapping,66.05,62.0,67.5,70.0,1.66,25.88,6,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2059,80c4ea60-507b-48a6-a0b7-03b5b10e7f2e,Medindia Hospitals,hospital,private,Chennai,Tamil Nadu,600034,CHENNAI,exact_reference_mapping,71.02,83.0,46.07,80.0,16.56,25.88,8,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2060,e276b3c9-793e-4fc8-a0ad-513eb30863cf,RNC Hospitals,hospital,private,Hyderabad,Telangana,500037,MEDCHAL MALKAJGIRI,exact_reference_mapping,74.9,91.0,53.34,75.0,28.23,25.88,10,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2061,146f12e6-933d-4522-a5a4-d4110b3ecc38,"ClearMedi Paridhi Multispeciality Hospital, Gwalior",hospital,private,Gwalior,Madhya Pradesh,474011,GWALIOR,exact_reference_mapping,84.16,88.0,63.19,100.0,56.0,25.88,8,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2062,8d8ddf59-32df-4d13-a39e-158c2a0787e9,Lords Health Care Nursing Home,hospital,private,Howrah,West Bengal,711102,HOWRAH,exact_reference_mapping,88.56,100.0,61.88,100.0,69.18,25.88,2,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
2063,1ddb0dbe-da8f-4476-8360-2b679bf826cf,Maruthi Eye Hospital,hospital,private,Gadag,Karnataka,560040,BENGALURU URBAN,exact_reference_mapping,78.2,90.0,60.67,80.0,38.12,25.88,4,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
2064,338be233-2942-4f55-a9a5-1b70dcb32c95,Matri Bhavan Hospital,hospital,private,Kolkata,West Bengal,700026,KOLKATA,exact_reference_mapping,70.24,88.0,46.81,70.0,14.2,25.87,9,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2065,c5c18921-2518-497c-b5be-6d072f93bcf5,Gupta Hospital,hospital,private,Amritsar,Punjab,151502,MANSA,exact_reference_mapping,81.4,93.0,57.32,90.0,47.68,25.87,4,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2066,6ef8d8ef-7e51-4f18-bb9a-beb999b4f93a,Udalguri Civil Hospital,hospital,public,Udalguri,Assam,784509,UDALGURI,exact_reference_mapping,71.32,83.0,47.05,80.0,17.41,25.86,8,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2067,4a085ec1-9aa2-4913-94c1-53712124dd93,S S Dental Clinic,clinic,private,Hyderabad,Telangana,500085,MEDCHAL MALKAJGIRI,exact_reference_mapping,74.16,88.0,59.87,70.0,25.94,25.86,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2068,c8484829-f3c8-4ec8-9610-7b95904850df,CMI Hospital,hospital,private,Dehradun,Uttarakhand,248001,DEHRADUN,exact_reference_mapping,85.38,95.0,57.94,100.0,59.59,25.86,4,1,uncorroborated_neonatal_claim,unreviewed,claim_level_source_alignment_unverified
2069,45532e92-d931-4361-be8e-1b1aad59365d,RJ Super Speciality Hospital,hospital,private,Bahadurgarh,Haryana,124507,JHAJJAR,exact_reference_mapping,84.66,90.0,72.21,90.0,57.41,25.86,4,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
2070,2518e1d6-97f4-4329-b595-f45ea3ed9e98,Peoples Trauma And Emergency Hospital,hospital,private,Guntur,Andhra Pradesh,522001,GUNTUR,exact_reference_mapping,85.81,100.0,62.7,90.0,60.79,25.84,4,1,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
2071,8c8cbb15-6b6b-4b4e-856a-2360c582fd48,"Kashmir Eye Hospital, Srinagar",hospital,private,Srinagar,Jammu And Kashmir,190015,,ambiguous_reference_mapping,81.28,89.0,52.25,100.0,47.15,25.83,6,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2072,67c3e3f6-dcdd-4e96-8b8e-00c33084c245,U. N. Mehta Institute of Cardiology & Research Centre,hospital,public,Ahmedabad,Gujarat,380016,AHMADABAD,exact_reference_mapping,84.74,100.0,69.14,80.0,57.54,25.83,3,2,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
2073,442e7ac6-cc7a-4334-99a7-03ae335cd1fd,Sonal Hospital,hospital,private,Chalisgaon,Maharashtra,424101,JALGAON,exact_reference_mapping,78.32,88.0,73.75,70.0,38.27,25.83,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2074,8974a7b8-576b-448f-84c4-9e37fe4d762d,Midac Dental Centre,clinic,private,Calicut,Kerala,676122,MALAPPURAM,exact_reference_mapping,76.97,88.0,59.25,80.0,34.24,25.83,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2075,c51cf821-30ed-41bb-ac88-7c957d03f0d8,Deep Dental Clinic,clinic,private,Meerut,Uttar Pradesh,250002,MEERUT,exact_reference_mapping,79.76,93.0,61.88,80.0,42.61,25.83,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2076,7b4b465b-4e30-48ca-abba-b1db245e3967,Criticare Lifeline Hospital,hospital,private,Kamothe,Maharashtra,410209,RAIGAD,exact_reference_mapping,84.57,91.0,60.56,100.0,56.93,25.81,8,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2077,3755e0b0-0b8c-4d27-9355-149c22c50752,VELU HOSPITAL,hospital,private,Tirumangalam,Tamil Nadu,624601,DINDIGUL,exact_reference_mapping,75.02,88.0,52.73,80.0,28.27,25.8,8,4,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2078,a1ac2185-6ab7-42ca-86ec-b3967622e891,Agarwal Chest And Dental Care Center,clinic,private,Meerut City,Uttar Pradesh,250001,MEERUT,exact_reference_mapping,75.97,84.0,41.25,100.0,31.1,25.8,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2079,7e50c915-aca2-44c0-aa94-85f909c871f3,Dr Ahmed's Thyroid Endo Diabetes Centre,clinic,private,Bangalore,Karnataka,560032,BENGALURU URBAN,exact_reference_mapping,75.97,84.0,41.25,100.0,31.1,25.8,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2080,45083005-d6ca-4d0a-86cb-3a35679f9192,Signature Smiles Dental Clinic - Andheri,clinic,private,Mumbai,Maharashtra,400053,MUMBAI SUBURBAN,exact_reference_mapping,77.82,83.0,48.75,100.0,36.63,25.79,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2081,49d63e4c-af2a-4df1-a4a9-4def48d46de6,ESI Dispensary,clinic,public,Alappuzha,Kerala,688001,ALAPPUZHA,exact_reference_mapping,70.42,83.0,54.06,70.0,14.43,25.79,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2082,db7e9937-261e-4b86-a3be-076a28fa8fbb,Popular Nursing Home,clinic,private,Patna,Bihar,800004,PATNA,exact_reference_mapping,80.0,93.0,72.66,70.0,43.15,25.79,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2083,2837ced6-57ec-4e44-9981-1dbf713634a8,ASG Eye Hospital,hospital,private,Nashik,Maharashtra,411027,PUNE,exact_reference_mapping,79.67,93.0,61.56,80.0,42.15,25.78,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2084,90dfc866-2ede-48f3-a683-b1004e996d4b,Prabha Hospital,hospital,,Moga,Punjab,142001,MOGA,exact_reference_mapping,69.12,78.0,46.41,80.0,10.49,25.78,9,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2085,2a3255aa-b5ce-4bd7-9c75-e34d8d9fd6f1,New Agra Hospital,hospital,private,Agra,Uttar Pradesh,282005,AGRA,exact_reference_mapping,72.49,83.0,50.96,80.0,20.59,25.78,8,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2086,6a3d3420-16f8-4426-b543-09001e5dfcd0,Dr Chhabra Pathology Center,clinic,private,Dehradun,Uttarakhand,248001,DEHRADUN,exact_reference_mapping,73.62,88.0,48.06,80.0,23.99,25.78,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2087,3ca09c01-2f2c-4c4a-8bad-bff2d2b6ae4b,Arya Hospital,hospital,private,Delhi,Delhi,110059,WEST,exact_reference_mapping,85.94,100.0,73.12,80.0,60.92,25.78,2,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
2088,80ac7e0b-2d4d-4e56-97a0-27989bcb1762,Sanjeevan Hospital,hospital,private,Amritsar,Punjab,140702,PATIALA,exact_reference_mapping,76.89,95.0,59.62,70.0,33.81,25.78,4,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
2089,c573de53-8072-431b-9bb0-05f443bac964,Royal Pearl Hospital - Tiruchirappalli,hospital,private,Tiruchirappalli,Tamil Nadu,620018,TIRUCHIRAPPALLI,exact_reference_mapping,76.15,95.0,57.17,70.0,31.58,25.78,5,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
2090,bd49eec1-70d4-402c-b474-9cfb32173056,Medicon Hospital,hospital,private,Arrah,Bihar,802301,BHOJPUR,exact_reference_mapping,73.55,88.0,47.84,80.0,23.72,25.77,7,4,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2091,09ae3413-7058-446c-a373-cc2531b67d70,Mar Sleeva Cancer Care & Research Centre,hospital,private,Palai,Kerala,686584,KOTTAYAM,exact_reference_mapping,88.25,95.0,67.5,100.0,67.83,25.77,3,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2092,8b91a6bc-3225-4c37-8b8a-83050aa9a02c,Sree Prathima Superspeciality Hospital,hospital,private,Guntur,Andhra Pradesh,522001,GUNTUR,exact_reference_mapping,73.96,88.0,59.19,70.0,24.97,25.77,8,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2093,f98e1083-aa93-44ab-a7d6-5534b69865b0,Swastik Hospital,hospital,private,Dombivli East,Maharashtra,421201,THANE,exact_reference_mapping,78.77,93.0,58.57,80.0,39.4,25.77,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2094,9629461c-a70b-4e06-b044-d8ca183918b2,Vathiyayath Hospital,hospital,private,Perumbavoor,Kerala,683542,ERNAKULAM,exact_reference_mapping,85.62,92.0,62.75,100.0,59.94,25.77,6,0,processed_no_supported_facts,unreviewed,claim_level_source_alignment_unverified
2095,657e1afd-f8f0-4b4d-b298-79f140a1d248,K D Hospital,hospital,private,Deoria,Uttar Pradesh,226020,LUCKNOW,exact_reference_mapping,73.28,83.0,53.61,80.0,22.89,25.76,9,4,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2096,ded1dd57-b711-4874-9dcb-e2f66cdad203,Salem Gopi Hospital,hospital,private,Salem,Tamil Nadu,,,invalid_pincode,81.79,88.0,55.31,100.0,48.4,25.76,6,4,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
2097,2bc42a76-06f4-412e-99d6-eed32cf08aa0,Aarvy Healthcare Super Speciality Hospital,hospital,private,Gurgaon,Haryana,122001,GURUGRAM,exact_reference_mapping,77.08,83.0,66.28,80.0,34.29,25.76,8,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2098,4b799928-f507-4c85-97e4-78273f681132,Shreeji Hospital,hospital,private,Borsad,Gujarat,390013,VADODARA,exact_reference_mapping,79.4,93.0,60.65,80.0,41.25,25.76,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2099,8f684c25-560b-470e-8be4-415117b8f52e,"Gleneagles Clinic, Adyar, Chennai",clinic,private,Chennai,Tamil Nadu,600020,CHENNAI,exact_reference_mapping,84.65,88.0,74.82,90.0,57.0,25.76,3,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2100,a348253a-3eea-4253-adce-093a29fd42ed,Morya Hospital,hospital,private,Parola,Maharashtra,425111,JALGAON,exact_reference_mapping,78.89,100.0,59.64,70.0,39.72,25.76,4,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
2101,cfcabb44-b07e-4f8e-8a6f-543c2d178751,Apollo Clinic Barrackpore,clinic,private,Barrackpore,West Bengal,700122,24 PARAGANAS NORTH,exact_reference_mapping,82.99,88.0,69.29,90.0,51.99,25.76,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2102,f394cb82-b765-43f9-a67a-80a38d759609,Patni Dental Clinic,clinic,private,Jalgaon,Maharashtra,425001,JALGAON,exact_reference_mapping,71.17,83.0,56.57,70.0,16.56,25.76,7,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2103,26b75fe7-8dd2-4e56-aeb0-809e531b9ba8,Dr. Chhang's Super Specialty Hospital,hospital,private,Siliguri,West Bengal,734010,DARJEELING,exact_reference_mapping,82.2,90.0,54.0,100.0,49.61,25.75,8,3,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2104,1ca2e7e4-2bb1-4dde-84f8-a711db67833d,Sam's Dental Lounge,dentist,private,Coimbatore,Tamil Nadu,,,invalid_pincode,80.97,83.0,59.25,100.0,45.92,25.75,5,2,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
2105,636b9442-b58f-4d70-8e67-ea7fcafc123f,Max Lab,clinic,private,Noida,Uttar Pradesh,201303,GAUTAM BUDDHA NAGAR,exact_reference_mapping,77.76,88.0,61.88,80.0,36.28,25.75,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2106,268245b0-e431-4655-8042-bb45df37479e,IGKC Multispecialty Hospital,hospital,private,Bhubaneswar,Odisha,751029,KHORDHA,exact_reference_mapping,80.29,95.0,60.96,80.0,43.85,25.74,6,3,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2107,8bd56863-8d2f-49f6-8df2-55cdc4451410,Balaji Cure & Care Hospital,hospital,private,Jaipur,Rajasthan,302012,JAIPUR,exact_reference_mapping,86.76,95.0,62.53,100.0,63.23,25.74,6,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2108,9addc128-7cd8-4840-9a8a-710a2bf17393,Paras Hospital,hospital,private,Darbhanga,Bihar,800014,PATNA,exact_reference_mapping,81.51,88.0,74.38,80.0,47.49,25.74,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2109,c3a0d75d-d72a-4643-8bd6-d166311dbaea,Divyam Hospital,hospital,private,Surat,Gujarat,380013,AHMADABAD,exact_reference_mapping,74.7,83.0,58.34,80.0,27.04,25.74,7,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2110,cbaa2ec7-be7f-4b9b-aa84-d91f1e49ae18,Chettinad Superspeciality Hospital,hospital,private,Chennai,Tamil Nadu,601103,THIRUVALLUR,exact_reference_mapping,88.7,95.0,69.0,100.0,69.08,25.74,3,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
2111,5a1d47b9-2256-470c-a0f7-9589f05ad913,Kashi Hospital,hospital,private,Varanasi,Uttar Pradesh,221005,VARANASI,exact_reference_mapping,71.34,83.0,47.12,80.0,16.94,25.73,10,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
2112,0fc162e1-e0e7-4f0f-aac5-248ca262b879,District Hospital Almora,hospital,public,Almora,Uttarakhand,263601,ALMORA,exact_reference_mapping,84.72,95.0,55.75,100.0,57.07,25.73,4,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
2113,0e268cbd-8d08-4d2c-8913-895f2f227f8b,Mohan Eye Institute,hospital,private,New Delhi,Delhi,110060,CENTRAL,exact_reference_mapping,76.87,88.0,58.91,80.0,33.49,25.72,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
