pincode,post_office_count,district_candidate_count,state_candidate_count,district_candidates,state_candidates,preferred_district,preferred_state,resolution_status,is_safe_for_direct_join,valid_coordinate_pair_count,invalid_coordinate_pair_count,incomplete_coordinate_pair_count,likely_swapped_coordinate_count,mean_valid_latitude,mean_valid_longitude
342030,1,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,1,0,0,0,26.46672,73.11524
342032,2,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,2,0,0,0,26.677211,72.640684
342037,11,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,11,0,0,0,26.594149,73.694344
342301,32,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,1,0,31,0,27.123611,72.376944
342302,8,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,8,0,0,0,27.040758,72.577468
342303,15,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,15,0,0,0,26.743295,72.89762
342304,4,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,4,0,0,0,26.359557,73.042735
342305,7,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,7,0,0,0,26.533878,72.970882
342306,19,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,19,0,0,0,26.383587,72.977221
342307,20,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,1,0,19,0,27.371253,72.353361
342308,12,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,1,0,11,0,27.134389,72.414611
342309,12,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,11,0,1,0,26.847523,72.453946
342310,8,1,1,JAISALMER,RAJASTHAN,JAISALMER,RAJASTHAN,exact,True,1,0,7,0,27.563571,72.255207
342311,19,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,1,0,18,0,27.198778,72.848222
342312,17,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,17,0,0,0,27.150932,73.047135
342314,12,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,12,0,0,0,26.81803,71.925441
342601,20,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,20,0,0,0,26.375514,73.539635
342602,7,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,7,0,0,0,26.172454,73.708592
342603,9,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,9,0,0,0,26.502143,73.502621
342604,3,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,3,0,0,0,26.478081,73.794487
342605,15,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,15,0,0,0,26.20845,73.527607
342606,20,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,20,0,0,0,26.496935,73.338776
342801,8,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,8,0,0,0,26.244019,73.08731
342802,10,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,10,0,0,0,27.418564,73.105691
342901,10,1,1,JODHPUR,RAJASTHAN,JODHPUR,RAJASTHAN,exact,True,10,0,0,0,26.716809,73.491624
342902,10,1,1,NAGAUR,RAJASTHAN,NAGAUR,RAJASTHAN,exact,True,10,0,0,0,26.663137,73.648859
343001,17,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,14,3,0,0,25.837327,72.976643
343002,1,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,1,0,0,0,25.313845,72.637292
343021,5,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,5,0,0,0,25.278023,72.296613
343022,11,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,11,0,0,0,25.322444,72.199981
343023,4,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,4,0,0,0,25.221494,72.316373
343024,5,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,5,0,0,0,25.115785,72.684892
343025,15,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,15,0,0,0,25.200874,72.553636
343027,13,2,2,JALORE|MULUGU,RAJASTHAN|TELANGANA,JALORE,RAJASTHAN,ambiguous_state,False,13,0,0,0,24.827741,71.578403
343028,3,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,3,0,0,0,25.176487,72.439936
343029,30,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,30,0,0,0,25.090213,72.367306
343030,13,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,13,0,0,0,25.076623,72.092076
343032,14,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,14,0,0,0,25.230568,72.029444
343039,4,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,4,0,0,0,24.774842,72.29226
343040,25,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,25,0,0,0,24.835263,72.055045
343041,42,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,40,0,2,0,25.066831,71.740975
343042,10,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,10,0,0,0,25.483712,72.592783
343048,2,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,2,0,0,0,24.664344,72.243494
343049,10,1,1,JALORE,RAJASTHAN,JALORE,RAJASTHAN,exact,True,10,0,0,0,24.88489,72.256144
344001,47,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,47,0,0,0,25.713973,71.38447
344011,28,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,27,0,1,0,25.604766,71.26369
344012,14,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,14,0,0,0,25.53965,71.413876
344021,20,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,20,0,0,0,25.806095,72.842993
344022,22,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,22,0,0,0,25.862787,72.153931
344024,1,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,1,0,0,0,25.81944,72.21556
344025,3,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,3,0,0,0,25.772976,72.117532
344026,23,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,23,0,0,0,26.025486,72.550242
344027,7,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,7,0,0,0,25.827739,72.445652
344031,21,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,21,0,0,0,25.28572,71.724555
344032,32,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,32,0,0,0,25.984493,72.22435
344033,42,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,42,0,0,0,25.564623,71.888471
344034,28,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,28,0,0,0,25.90518,71.792334
344035,32,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,32,0,0,0,25.894031,71.539597
344037,14,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,14,0,0,0,26.28266,72.795524
344043,13,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,13,0,0,0,25.564678,72.398218
344044,14,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,14,0,0,0,25.635229,72.08138
344501,21,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,21,0,0,0,25.866553,71.368549
344502,22,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,22,0,0,0,25.684788,71.074177
344701,43,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,43,0,0,0,26.137669,71.363995
344702,51,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,51,0,0,0,25.438238,71.011978
344703,19,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,19,0,0,0,25.711699,71.701829
344704,45,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,45,0,0,0,25.180233,71.403028
344705,10,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,10,0,0,0,26.261134,71.19835
344706,39,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,39,0,0,0,24.959003,71.115734
344708,12,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,12,0,0,0,25.508147,71.538903
344801,12,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,12,0,0,0,25.519031,72.193407
344802,3,1,1,BARMER,RAJASTHAN,BARMER,RAJASTHAN,exact,True,3,0,0,0,26.063198,72.035238
345001,119,1,1,JAISALMER,RAJASTHAN,JAISALMER,RAJASTHAN,exact,True,119,0,0,0,26.847173,70.499788
345021,25,2,1,JAISALMER|JODHPUR,RAJASTHAN,JAISALMER,RAJASTHAN,district_mode_selected,False,24,0,1,0,26.876233,71.357279
345022,30,1,1,JAISALMER,RAJASTHAN,JAISALMER,RAJASTHAN,exact,True,1,0,29,0,27.369167,70.498698
345023,10,1,1,JAISALMER,RAJASTHAN,JAISALMER,RAJASTHAN,exact,True,10,0,0,0,27.055989,71.755129
345024,10,1,1,JAISALMER,RAJASTHAN,JAISALMER,RAJASTHAN,exact,True,9,0,1,0,26.736913,71.556419
345025,16,1,1,JAISALMER,RAJASTHAN,JAISALMER,RAJASTHAN,exact,True,15,0,1,0,26.623899,71.521655
345026,13,1,1,JAISALMER,RAJASTHAN,JAISALMER,RAJASTHAN,exact,True,1,0,12,0,26.731587,71.585077
345027,40,1,1,JAISALMER,RAJASTHAN,JAISALMER,RAJASTHAN,exact,True,1,0,39,0,26.496124,71.20421
345028,28,1,1,JAISALMER,RAJASTHAN,JAISALMER,RAJASTHAN,exact,True,28,0,0,0,27.533295,71.478307
345031,10,1,1,JAISALMER,RAJASTHAN,JAISALMER,RAJASTHAN,exact,True,1,0,9,0,27.035847,71.517216
345033,11,2,1,JAISALMER|JHALAWAR,RAJASTHAN,JAISALMER,RAJASTHAN,district_mode_selected,False,1,0,10,0,27.282051,71.233778
345034,40,1,1,JAISALMER,RAJASTHAN,JAISALMER,RAJASTHAN,exact,True,1,0,39,0,26.61474,70.709829
360001,7,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,7,0,0,0,22.303916,70.797463
360002,6,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,6,0,0,0,22.320923,70.837543
360003,12,2,1,MORBI|RAJKOT,GUJARAT,RAJKOT,GUJARAT,district_mode_selected,False,12,0,0,0,22.378253,70.808436
360004,6,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,6,0,0,0,22.244709,70.759441
360005,4,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,4,0,0,0,22.27089,70.744666
360006,4,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,4,0,0,0,22.331473,70.759622
360007,1,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,1,0,0,0,22.299528,70.775389
360008,1,0,0,,,,,missing_geo,False,1,0,0,0,22.298479,70.799963
360020,5,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,5,0,0,0,22.212458,70.925461
360021,6,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,6,0,0,0,22.273971,70.581548
360022,4,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,4,0,0,0,22.219349,70.793879
360023,7,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,7,0,0,0,22.247291,70.690146
360024,2,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,2,0,0,0,22.174996,70.796377
360025,14,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,14,0,0,0,22.147691,71.009439
360026,1,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,1,0,0,0,22.15572,70.770688
360028,1,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,1,0,0,0,22.351554,70.802923
360030,6,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,6,0,0,0,21.92968,71.159621
360035,5,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,5,0,0,0,22.138775,70.633324
360040,7,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,7,0,0,0,22.10123,70.832496
360045,8,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,8,0,0,0,21.83287,70.916386
360050,13,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,13,0,0,0,22.209809,71.66755
360055,14,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,14,0,0,0,22.163381,71.359784
360060,7,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,7,0,0,0,22.143346,71.085677
360070,5,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,5,0,0,0,22.081163,73.823354
360110,27,2,1,JAMNAGAR|RAJKOT,GUJARAT,RAJKOT,GUJARAT,district_mode_selected,False,27,0,0,0,22.392235,70.566137
360311,39,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,39,0,0,0,22.133842,71.450753
360320,2,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,2,0,0,0,22.177733,70.401574
360325,3,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,3,0,0,0,22.132305,70.689245
360330,9,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,9,0,0,0,21.882398,70.76071
360360,12,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,12,0,0,0,21.819015,70.792744
360370,20,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,20,0,0,0,21.769797,70.618286
360375,2,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,2,0,0,0,21.779096,70.604235
360380,2,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,2,0,0,0,21.828158,70.69342
360405,9,2,1,JAMNAGAR|RAJKOT,GUJARAT,RAJKOT,GUJARAT,district_mode_selected,False,9,0,0,0,21.998215,70.644111
360410,16,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,16,0,0,0,21.981787,73.076236
360421,2,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,2,0,0,0,21.686033,70.370625
360430,2,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,2,0,0,0,21.63773,70.276942
360440,7,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,7,0,0,0,21.829344,70.831352
360450,7,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,7,0,0,0,22.179475,70.815844
360452,7,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,7,0,0,0,21.8885,70.40418
360460,1,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,1,0,0,0,21.7803,70.099899
360465,3,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,3,0,0,0,21.972646,70.912457
360470,4,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,4,0,0,0,21.778064,70.791897
360480,7,2,1,JAMNAGAR|RAJKOT,GUJARAT,JAMNAGAR,GUJARAT,district_mode_selected,False,7,0,0,0,22.011384,70.578437
360485,5,1,1,RAJKOT,GUJARAT,RAJKOT,GUJARAT,exact,True,5,0,0,0,21.491879,71.4417
360490,22,4,1,JAMNAGAR|JUNAGADH|PORBANDAR|RAJKOT,GUJARAT,RAJKOT,GUJARAT,district_mode_selected,False,22,0,0,0,21.732106,70.442039
360510,20,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,20,0,0,0,22.043036,69.723954
360515,12,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,12,0,0,0,22.046299,69.90212
360520,9,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,9,0,0,0,22.062843,70.099494
360530,13,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,13,0,0,0,21.903921,70.004859
360531,9,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,9,0,0,0,21.825937,69.858353
360540,10,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,10,0,0,0,22.104038,70.734857
360545,2,1,1,PORBANDAR,GUJARAT,PORBANDAR,GUJARAT,exact,True,2,0,0,0,21.748823,69.683524
360550,6,1,1,PORBANDAR,GUJARAT,PORBANDAR,GUJARAT,exact,True,6,0,0,0,21.699426,69.747409
360570,12,1,1,PORBANDAR,GUJARAT,PORBANDAR,GUJARAT,exact,True,12,0,0,0,21.648132,69.862684
360575,3,1,1,PORBANDAR,GUJARAT,PORBANDAR,GUJARAT,exact,True,3,0,0,0,21.64208,69.609014
360576,10,1,1,PORBANDAR,GUJARAT,PORBANDAR,GUJARAT,exact,True,10,0,0,0,21.51379,69.783919
360577,1,1,1,PORBANDAR,GUJARAT,PORBANDAR,GUJARAT,exact,True,1,0,0,0,21.66695,69.6814
360578,1,1,1,PORBANDAR,GUJARAT,PORBANDAR,GUJARAT,exact,True,1,0,0,0,21.627861,69.634361
360579,13,1,1,PORBANDAR,GUJARAT,PORBANDAR,GUJARAT,exact,True,13,0,0,0,21.750707,69.542272
360590,17,2,1,DEVBHUMI DWARKA|PORBANDAR,GUJARAT,PORBANDAR,GUJARAT,district_mode_selected,False,17,0,0,0,21.846723,69.571953
361001,4,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,4,0,0,0,22.391361,70.011
361002,1,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,1,0,0,0,22.485583,70.135444
361003,1,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,1,0,0,0,22.485583,70.135444
361004,2,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,2,0,0,0,22.455194,70.046222
361005,1,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,1,0,0,0,22.461833,70.064778
361006,11,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,11,0,0,0,22.428086,69.977644
361007,3,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,3,0,0,0,22.483204,70.089157
361008,2,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,2,0,0,0,22.480042,70.062764
361009,1,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,1,0,0,0,22.493518,70.047158
361010,7,2,1,DEVBHUMI DWARKA|JAMNAGAR,GUJARAT,DEVBHUMI DWARKA,GUJARAT,district_mode_selected,False,7,0,0,0,22.366512,69.775063
361011,3,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,3,0,0,0,22.592117,70.29103
361012,12,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,12,0,0,0,22.311571,70.0748
361013,10,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,10,0,0,0,22.284998,70.256652
361110,5,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,5,0,0,0,22.423284,70.262967
361120,10,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,10,0,0,0,22.488558,70.173544
361130,9,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,9,0,0,0,22.400078,70.336787
361140,3,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,3,0,0,0,22.413333,69.906667
361142,1,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,1,0,0,0,22.485583,70.135444
361150,1,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,1,0,0,0,22.529667,70.044194
361160,25,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,25,0,0,0,22.134363,70.323299
361162,11,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,11,0,0,0,22.238328,70.464611
361170,12,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,12,0,0,0,22.222132,69.98212
361210,13,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,13,0,0,0,22.556932,70.390658
361220,9,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,9,0,0,0,22.686261,70.543383
361230,2,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,2,0,0,0,22.59042,70.174776
361240,4,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,4,0,0,0,22.742736,70.444126
361250,6,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,6,0,0,0,22.61062,70.337741
361280,10,1,1,JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,exact,True,10,0,0,0,22.288054,69.866242
361305,19,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,19,0,0,0,22.205016,69.599937
361306,14,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,14,0,0,0,22.056827,69.766817
361310,5,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,5,0,0,0,22.2801,69.535872
361315,19,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,18,1,0,0,22.083472,69.3026
361320,12,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,12,0,0,0,22.010033,69.450108
361325,7,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,7,0,0,0,21.935825,69.511595
361330,1,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,1,0,0,0,22.389446,69.239853
361335,15,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,15,0,0,0,22.252911,69.066374
361345,5,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,5,0,0,0,22.409117,69.237089
361347,1,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,1,0,0,0,22.38345,69.058403
361350,1,1,1,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,exact,True,1,0,0,0,22.474944,69.073111
362001,6,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,6,0,0,0,21.513566,70.457234
362002,7,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,6,0,1,0,21.543392,70.401204
362011,5,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,5,0,0,0,21.614326,70.414013
362015,4,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,4,0,0,0,21.475392,70.448416
362020,16,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,16,0,0,0,21.549001,70.771626
362030,8,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,8,0,0,0,21.585671,70.638249
362037,3,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,3,0,0,0,21.557643,70.449498
362110,10,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,10,0,0,0,21.44336,70.636677
362120,9,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,9,0,0,0,21.345556,70.642632
362130,19,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,19,0,0,0,21.320524,70.755166
362135,3,2,1,GIR SOMNATH|JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,district_mode_selected,False,3,0,0,0,21.17108,70.573177
362140,12,1,1,GIR SOMNATH,GUJARAT,GIR SOMNATH,GUJARAT,exact,True,12,0,0,0,21.015032,70.697223
362150,22,2,1,GIR SOMNATH|JUNAGADH,GUJARAT,GIR SOMNATH,GUJARAT,district_mode_selected,False,22,0,0,0,21.045039,70.523395
362205,6,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,6,0,0,0,21.460938,70.399539
362215,11,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,11,0,0,0,21.374224,70.346691
362220,24,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,24,0,0,0,21.307871,70.172253
362222,7,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,7,0,0,0,21.393579,70.236928
362225,10,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,10,0,0,0,21.181191,70.162504
362226,1,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,1,0,0,0,21.18945,70.073399
362227,7,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,7,0,0,0,21.239161,70.254384
362230,9,2,1,JUNAGADH|PORBANDAR,GUJARAT,PORBANDAR,GUJARAT,district_mode_selected,False,9,0,0,0,21.313064,69.954769
362240,10,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,10,0,0,0,21.2513,70.086324
362245,21,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,21,0,0,0,21.161342,70.336648
362250,8,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,8,0,0,0,21.065645,70.225236
362255,14,2,1,GIR SOMNATH|JUNAGADH,GUJARAT,,GUJARAT,ambiguous_district,False,14,0,0,0,21.025179,70.343131
362260,14,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,14,0,0,0,21.30568,70.444031
362263,9,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,9,0,0,0,21.393708,70.520497
362265,5,1,1,GIR SOMNATH,GUJARAT,GIR SOMNATH,GUJARAT,exact,True,4,1,0,1,20.930051,70.352122
362268,20,1,1,GIR SOMNATH,GUJARAT,GIR SOMNATH,GUJARAT,exact,True,20,0,0,0,20.906206,70.525147
362269,1,1,1,GIR SOMNATH,GUJARAT,GIR SOMNATH,GUJARAT,exact,True,1,0,0,0,20.98238,70.417815
362275,7,1,1,GIR SOMNATH,GUJARAT,GIR SOMNATH,GUJARAT,exact,True,7,0,0,0,20.817114,70.572029
362310,4,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,4,0,0,0,21.611373,70.501669
362315,2,1,1,JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,exact,True,2,0,0,0,21.639953,70.530519
362510,11,1,1,GIR SOMNATH,GUJARAT,GIR SOMNATH,GUJARAT,exact,True,11,0,0,0,20.760441,71.021044
